2020-01-01,1029774162761347456,-1905.88,-1905.88
2020-02-01,1029774162761347456,1407.71,-498.1700000000001
2020-05-01,1029774162761347456,-1747.36,-2245.5299999999997
2020-06-01,1029774162761347456,-644.74,-2890.2699999999995
2020-08-01,1029774162761347456,-1304.84,-4195.11
2020-11-01,1029774162761347456,-1488.71,-5683.82
2020-12-01,1029774162761347456,360.69,-5323.13
2020-01-01,1264965486982716928,-1481.8200000000002,-1481.8200000000002
2020-02-01,1264965486982716928,-776.68,-2258.5
2020-03-01,1264965486982716928,1257.6200000000003,-1000.8799999999997
2020-04-01,1264965486982716928,137.11,-863.7699999999996
2020-05-01,1264965486982716928,3972.2199999999993,3108.45
2020-06-01,1264965486982716928,-0.8899999999999864,3107.56
2020-07-01,1264965486982716928,-4528.2,-1420.6399999999999
2020-08-01,1264965486982716928,-196.0899999999997,-1616.7299999999996
2020-09-01,1264965486982716928,4373.6,2756.870000000001
2020-10-01,1264965486982716928,1274.45,4031.3200000000006
2020-11-01,1264965486982716928,-2268.8999999999996,1762.420000000001
2020-12-01,1264965486982716928,-6975.59,-5213.169999999999
2020-01-01,1327575133606343936,-265.36,-265.36
2020-02-01,1327575133606343936,-1209.5000000000005,-1474.8600000000006
2020-03-01,1327575133606343936,-268.5600000000003,-1743.420000000001
2020-04-01,1327575133606343936,137.23000000000002,-1606.190000000001
2020-05-01,1327575133606343936,1332.9299999999998,-273.2600000000011
2020-06-01,1327575133606343936,-1406.23,-1679.4900000000011
2020-07-01,1327575133606343936,-426.50000000000006,-2105.990000000001
2020-08-01,1327575133606343936,851.22,-1254.7700000000011
2020-09-01,1327575133606343936,-210.45000000000005,-1465.2200000000012
2020-10-01,1327575133606343936,1189.9099999999999,-275.3100000000013
2020-11-01,1327575133606343936,2601.85,2326.5399999999986
2020-12-01,1327575133606343936,653.2300000000005,2979.769999999999
2020-01-01,1391317459874718976,1050.6999999999998,1050.6999999999998
2020-02-01,1391317459874718976,-3418.0,-2367.3
2020-03-01,1391317459874718976,-2767.56,-5134.860000000001
2020-04-01,1391317459874718976,-25.340000000000146,-5160.200000000001
2020-05-01,1391317459874718976,983.26,-4176.9400000000005
2020-06-01,1391317459874718976,-601.1399999999999,-4778.08
2020-07-01,1391317459874718976,-5738.4400000000005,-10516.52
2020-08-01,1391317459874718976,-1124.9,-11641.42
2020-09-01,1391317459874718976,2391.33,-9250.09
2020-10-01,1391317459874718976,3051.04,-6199.05
2020-11-01,1391317459874718976,-4177.49,-10376.54
2020-12-01,1391317459874718976,1116.4099999999999,-9260.130000000001
2020-01-01,1608704200920143360,-3496.7700000000004,-3496.7700000000004
2020-02-01,1608704200920143360,-23.32000000000002,-3520.0900000000006
2020-03-01,1608704200920143360,-4273.79,-7793.880000000001
2020-04-01,1608704200920143360,1330.8899999999999,-6462.990000000002
2020-05-01,1608704200920143360,3379.09,-3083.9000000000015
2020-06-01,1608704200920143360,1402.75,-1681.1500000000015
2020-07-01,1608704200920143360,1156.3899999999999,-524.7600000000016
2020-08-01,1608704200920143360,-1227.3000000000002,-1752.0600000000018
2020-09-01,1608704200920143360,2300.2200000000003,548.1599999999985
2020-10-01,1608704200920143360,-927.3,-379.14000000000146
2020-11-01,1608704200920143360,-2468.96,-2848.1000000000013
2020-12-01,1608704200920143360,1665.71,-1182.3900000000012
2020-01-01,2387627290592962560,-3436.88,-3436.88
